Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_CD3TCR	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_EMTstroma	Geneset_Javelin	Geneset_HALLMARK
382_at	382	LOC382	ARF6	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55843_at	55843	LOC55843	ARHGAP15	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
93663_at	93663	LOC93663	ARHGAP18	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58504_at	58504	LOC58504	ARHGAP22	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9938_at	9938	LOC9938	ARHGAP25	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23092_at	23092	LOC23092	ARHGAP26	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55701_at	55701	LOC55701	ARHGEF40	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
402_at	402	LOC402	ARL2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10123_at	10123	LOC10123	ARL4C	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151188_at	151188	LOC151188	ARL6IP6	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55207_at	55207	LOC55207	ARL8B	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56938_at	56938	LOC56938	ARNTL2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10092_at	10092	LOC10092	ARPC5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81873_at	81873	LOC81873	ARPC5L	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
409_at	409	LOC409	ARRB2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91947_at	91947	LOC91947	ARRDC4	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50807_at	50807	LOC50807	ASAP1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55723_at	55723	LOC55723	ASF1B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
259266_at	259266	LOC259266	ASPM	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
171023_at	171023	LOC171023	ASXL1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29028_at	29028	LOC29028	ATAD2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89849_at	89849	LOC89849	ATG16L2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10533_at	10533	LOC10533	ATG7	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25923_at	25923	LOC25923	ATL3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
472_at	472	LOC472	ATM	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79572_at	79572	LOC79572	ATP13A3	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
344905_at	344905	LOC344905	ATP13A5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
490_at	490	LOC490	ATP2B1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
523_at	523	LOC523	ATP6V1A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
528_at	528	LOC528	ATP6V1C1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6790_at	6790	LOC6790	AURKA	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8703_at	8703	LOC8703	B4GALT3	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
571_at	571	LOC571	BACH1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54971_at	54971	LOC54971	BANP	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55509_at	55509	LOC55509	BATF3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11177_at	11177	LOC11177	BAZ1A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79738_at	79738	LOC79738	BBS10	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53335_at	53335	LOC53335	BCL11A	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64919_at	64919	LOC64919	BCL11B	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
596_at	596	LOC596	BCL2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10018_at	10018	LOC10018	BCL2L11	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
604_at	604	LOC604	BCL6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8553_at	8553	LOC8553	BHLHE40	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79365_at	79365	LOC79365	BHLHE41	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
637_at	637	LOC637	BID	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
640_at	640	LOC640	BLK	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29760_at	29760	LOC29760	BLNK	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
282991_at	282991	LOC282991	BLOC1S2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55330_at	55330	LOC55330	BLOC1S4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26258_at	26258	LOC26258	BLOC1S6	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
644_at	644	LOC644	BLVRA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
656_at	656	LOC656	BMP8B	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
259282_at	259282	LOC259282	BOD1L1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2186_at	2186	LOC2186	BPTF	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6046_at	6046	LOC6046	BRD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83990_at	83990	LOC83990	BRIP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151888_at	151888	LOC151888	BTLA	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11118_at	11118	LOC11118	BTN3A2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10384_at	10384	LOC10384	BTN3A3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9184_at	9184	LOC9184	BUB3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64115_at	64115	LOC64115	C10ORF54	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29125_at	29125	LOC29125	C11ORF21	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57103_at	57103	LOC57103	C12ORF5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56905_at	56905	LOC56905	C15ORF39	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79415_at	79415	LOC79415	C17ORF62	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56005_at	56005	LOC56005	C19ORF10	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10438_at	10438	LOC10438	C1D	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
128346_at	128346	LOC128346	C1ORF162	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
339541_at	339541	LOC339541	C1ORF228	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
708_at	708	LOC708	C1QBP	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54149_at	54149	LOC54149	C21ORF91	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285237_at	285237	LOC285237	C3ORF38	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
201725_at	201725	LOC201725	C4ORF46	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
728_at	728	LOC728	C5AR1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
140947_at	140947	LOC140947	C5ORF20	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81688_at	81688	LOC81688	C6ORF62	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
203228_at	203228	LOC203228	C9ORF72	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84270_at	84270	LOC84270	C9ORF89	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51719_at	51719	LOC51719	CAB39	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57118_at	57118	LOC57118	CAMK1D	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
814_at	814	LOC814	CAMK4	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
820_at	820	LOC820	CAMP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
821_at	821	LOC821	CANX	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10487_at	10487	LOC10487	CAP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
822_at	822	LOC822	CAPG	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84433_at	84433	LOC84433	CARD11	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
835_at	835	LOC835	CASP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
867_at	867	LOC867	CBL	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
868_at	868	LOC868	CBLB	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
874_at	874	LOC874	CBR3	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11335_at	11335	LOC11335	CBX3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23468_at	23468	LOC23468	CBX5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55749_at	55749	LOC55749	CCAR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
154467_at	154467	LOC154467	CCDC167	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283234_at	283234	LOC283234	CCDC88B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6346_at	6346	LOC6346	CCL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6357_at	6357	LOC6357	CCL13	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6361_at	6361	LOC6361	CCL17	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6363_at	6363	LOC6363	CCL19	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6367_at	6367	LOC6367	CCL22	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6369_at	6369	LOC6369	CCL24	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6348_at	6348	LOC6348	CCL3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6351_at	6351	LOC6351	CCL4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6355_at	6355	LOC6355	CCL8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
890_at	890	LOC890	CCNA2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
891_at	891	LOC891	CCNB1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9133_at	9133	LOC9133	CCNB2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
894_at	894	LOC894	CCND2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
219771_at	219771	LOC219771	CCNY	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151195_at	151195	LOC151195	CCNYL1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1230_at	1230	LOC1230	CCR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1232_at	1232	LOC1232	CCR3	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1234_at	1234	LOC1234	CCR5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1236_at	1236	LOC1236	CCR7	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10576_at	10576	LOC10576	CCT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11126_at	11126	LOC11126	CD160	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8763_at	8763	LOC8763	CD164	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
930_at	930	LOC930	CD19	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
909_at	909	LOC909	CD1A	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
910_at	910	LOC910	CD1B	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
911_at	911	LOC911	CD1C	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
912_at	912	LOC912	CD1D	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
913_at	913	LOC913	CD1E	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11314_at	11314	LOC11314	CD300A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
951_at	951	LOC951	CD37	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
960_at	960	LOC960	CD44	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
962_at	962	LOC962	CD48	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
921_at	921	LOC921	CD5	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1043_at	1043	LOC1043	CD52	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
963_at	963	LOC963	CD53	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1604_at	1604	LOC1604	CD55	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
965_at	965	LOC965	CD58	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
924_at	924	LOC924	CD7	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
973_at	973	LOC973	CD79A	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
974_at	974	LOC974	CD79B	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
941_at	941	LOC941	CD80	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3732_at	3732	LOC3732	CD82	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9308_at	9308	LOC9308	CD83	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8832_at	8832	LOC8832	CD84	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
976_at	976	LOC976	CD97	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
978_at	978	LOC978	CDA	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
994_at	994	LOC994	CDC25B	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
998_at	998	LOC998	CDC42	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56882_at	56882	LOC56882	CDC42SE1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56990_at	56990	LOC56990	CDC42SE2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
988_at	988	LOC988	CDC5L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
157313_at	157313	LOC157313	CDCA2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113130_at	113130	LOC113130	CDCA5	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
983_at	983	LOC983	CDK1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55755_at	55755	LOC55755	CDK5RAP2	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1021_at	1021	LOC1021	CDK6	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1032_at	1032	LOC1032	CDKN2D	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81620_at	81620	LOC81620	CDT1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55573_at	55573	LOC55573	CDV3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51816_at	51816	LOC51816	CECR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10659_at	10659	LOC10659	CELF2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64946_at	64946	LOC64946	CENPH	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64105_at	64105	LOC64105	CENPK	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79682_at	79682	LOC79682	CENPU	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22995_at	22995	LOC22995	CEP152	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9859_at	9859	LOC9859	CEP170	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84984_at	84984	LOC84984	CEP19	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84131_at	84131	LOC84131	CEP78	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
253782_at	253782	LOC253782	CERS6	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8837_at	8837	LOC8837	CFLAR	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5199_at	5199	LOC5199	CFP	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1111_at	1111	LOC1111	CHEK1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1116_at	1116	LOC1116	CHI3L1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26973_at	26973	LOC26973	CHORDC1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55501_at	55501	LOC55501	CHST12	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9435_at	9435	LOC9435	CHST2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56548_at	56548	LOC56548	CHST7	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1154_at	1154	LOC1154	CISH	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10970_at	10970	LOC10970	CKAP4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1164_at	1164	LOC1164	CKS2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1178_at	1178	LOC1178	CLC	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10462_at	10462	LOC10462	CLEC10A	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29121_at	29121	LOC29121	CLEC2D	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50856_at	50856	LOC50856	CLEC4A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26253_at	26253	LOC26253	CLEC4E	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64581_at	64581	LOC64581	CLEC7A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
160365_at	160365	LOC160365	CLECL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1193_at	1193	LOC1193	CLIC2	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9022_at	9022	LOC9022	CLIC3	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2055_at	2055	LOC2055	CLN8	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
152100_at	152100	LOC152100	CMC1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146225_at	146225	LOC146225	CMTM2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
152189_at	152189	LOC152189	CMTM8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25904_at	25904	LOC25904	CNOT10	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
246175_at	246175	LOC246175	CNOT6L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10087_at	10087	LOC10087	COL4A3BP	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79709_at	79709	LOC79709	COLGALT1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51122_at	51122	LOC51122	COMMD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11151_at	11151	LOC11151	CORO1A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23603_at	23603	LOC23603	CORO1C	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23406_at	23406	LOC23406	COTL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57699_at	57699	LOC57699	CPNE5	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1371_at	1371	LOC1371	CPOX	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55313_at	55313	LOC55313	CPPED1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54504_at	54504	LOC54504	CPVL	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1379_at	1379	LOC1379	CR1L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1385_at	1385	LOC1385	CREB1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
153222_at	153222	LOC153222	CREBRF	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8804_at	8804	LOC8804	CREG1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64109_at	64109	LOC64109	CRLF2	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51379_at	51379	LOC51379	CRLF3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56253_at	56253	LOC56253	CRTAM	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1436_at	1436	LOC1436	CSF1R	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1437_at	1437	LOC1437	CSF2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
